,PID,First_Name,Last_Name,Gender,Age,Department,Location,Employee_Status,Pay_Grade,Start_Date
737,HI375447,Jessica,Davis,Female,37.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,1,18,2001-03-19
738,HI734644,Michael,Davis,Male,60.0,Electrician Journeyman,Paint Shops,4,25,2001-04-16
739,HI235955,Charles,Garcia,Male,24.0,Electrician Journeyman,Dry Docks,4,18,2001-06-11
740,HI312679,Richard,Brown,Male,42.0,Electrician Journeyman,Fabrication Shops,4,22,2001-07-02
741,HI621085,Elizabeth,Williams,Unknown,61.0,Electrician Journeyman,Storage Areas,1,25,2001-09-03
742,HI542694,David,Johnson,Unknown,38.0,Electrician Journeyman,Dry Docks,2,18,2001-09-03
743,HI555178,Robert,Smith,Male,47.0,Electrician Journeyman,Slipways,3,28,2001-10-01
744,HI919925,Susan,Garcia,Female,44.0,Electrician Journeyman,Outfitting Docks,3,28,2001-10-01
745,HI822258,William,Martinez,Male,58.0,Electrician Journeyman,Administrative Offices,1,25,2001-10-29
746,HI174679,Richard,Williams,Male,65.0,Electrician Journeyman,Testing Facilities,3,28,2002-01-07
747,HI142700,Thomas,Garcia,Male,37.0,Electrician Journeyman,Slipways,2,22,2002-01-28
748,HI973665,Patricia,Rodriguez,Female,26.0,Electrician Journeyman,Paint Shops,3,18,2002-03-18
749,HI968724,Karen,Johnson,Unknown,35.0,Electrician Journeyman,Storage Areas,4,18,2002-04-22
750,HI782118,Karen,Johnson,Female,36.0,Electrician Journeyman,Wet Docks,2,22,2002-04-22
751,HI466745,Charles,Garcia,Male,38.0,Electrician Journeyman,Paint Shops,4,22,2002-05-06
752,HI659924,Patricia,Martinez,Female,27.0,Electrician Journeyman,Wet Docks,3,22,2002-06-17
753,HI093862,David,Jones,Male,40.0,Electrician Journeyman,Dry Docks,1,22,2002-06-24
754,HI114101,Richard,Smith,Male,62.0,Electrician Journeyman,Fabrication Shops,2,25,2002-06-24
755,HI961631,Mary,Brown,Female,52.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,25,2002-07-08
756,HI659893,Barbara,Martinez,Female,23.0,Electrician Journeyman,Fabrication Shops,2,22,2002-08-19
757,HI352535,Mary,Jones,Female,31.0,Electrician Journeyman,Storage Areas,1,18,2002-09-23
758,HI743882,Charles,Williams,Male,40.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,25,2002-10-21
759,HI784751,Michael,Martinez,Male,37.0,Electrician Journeyman,Storage Areas,1,28,2002-10-21
760,HI665345,Karen,Miller,Female,33.0,Electrician Journeyman,Administrative Offices,4,28,2002-11-11
761,HI841650,Linda,Miller,Female,51.0,Electrician Journeyman,Testing Facilities,2,18,2002-11-25
762,HI797232,Karen,Martinez,Female,27.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,3,18,2003-01-06
763,HI615760,Robert,Martinez,Male,63.0,Electrician Journeyman,Paint Shops,1,28,2003-01-13
764,HI107077,Patricia,Johnson,Female,26.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,18,2003-01-13
765,HI147636,William,Garcia,Male,40.0,Electrician Journeyman,Paint Shops,1,25,2003-02-24
766,HI764374,Elizabeth,Davis,Female,48.0,Electrician Journeyman,Fabrication Shops,2,18,2003-03-03
767,HI705935,David,Johnson,Male,21.0,Electrician Journeyman,Fabrication Shops,4,25,2003-03-17
768,HI630892,Mary,Davis,Female,45.0,Electrician Journeyman,Testing Facilities,1,28,2003-04-14
769,HI405371,Jennifer,Brown,Female,30.0,Electrician Journeyman,Slipways,3,25,2003-04-21
770,HI719460,David,Miller,Unknown,43.0,Electrician Journeyman,Wet Docks,2,22,2003-05-05
771,HI478175,Linda,Johnson,Female,31.0,Electrician Journeyman,Outfitting Docks,2,22,2003-05-05
772,HI237879,Patricia,Rodriguez,Female,60.0,Electrician Journeyman,Outfitting Docks,2,28,2003-05-26
773,HI227690,Barbara,Williams,Female,28.0,Electrician Journeyman,Administrative Offices,3,25,2003-06-23
774,HI920794,John,Smith,Male,38.0,Electrician Journeyman,Dry Docks,4,25,2003-07-14
775,HI285169,James,Johnson,Male,21.0,Electrician Journeyman,Paint Shops,1,28,2003-07-14
776,HI222685,Joseph,Davis,Male,29.0,Electrician Journeyman,Slipways,2,28,2003-07-21
777,HI583636,Linda,Jones,Female,33.0,Electrician Journeyman,Dry Docks,2,28,2003-08-11
778,HI995832,Jessica,Davis,Female,62.0,Electrician Journeyman,Fabrication Shops,1,25,2003-08-18
779,HI534050,Richard,Smith,Male,44.0,Electrician Journeyman,Wet Docks,4,25,2003-09-01
780,HI088070,Thomas,Rodriguez,Male,46.0,Electrician Journeyman,Outfitting Docks,1,18,2003-09-01
781,HI141665,Mary,Miller,Female,43.0,Electrician Journeyman,Fabrication Shops,2,25,2003-09-01
782,HI453078,Barbara,Williams,Female,23.0,Electrician Journeyman,Testing Facilities,2,22,2003-09-22
783,HI181005,Jessica,Martinez,Female,65.0,Electrician Journeyman,Testing Facilities,3,25,2003-11-17
784,HI955420,Mary,Williams,Unknown,64.0,Electrician Journeyman,Outfitting Docks,4,22,2004-02-02
785,HI872291,Linda,Johnson,Female,28.0,Electrician Journeyman,Fabrication Shops,3,18,2004-02-23
786,HI022145,Susan,Garcia,Female,19.0,Electrician Journeyman,Dry Docks,4,28,2004-03-01
787,HI111846,Sarah,Brown,Female,35.0,Electrician Journeyman,Storage Areas,2,22,2004-03-01
788,HI831468,Susan,Garcia,Female,47.0,Electrician Journeyman,Fabrication Shops,2,28,2004-03-29
789,HI247108,David,Brown,Male,29.0,Electrician Journeyman,Outfitting Docks,1,22,2004-04-05
790,HI778731,Charles,Rodriguez,Unknown,36.0,Electrician Journeyman,Administrative Offices,3,18,2004-04-26
791,HI823705,Elizabeth,Williams,Female,57.0,Electrician Journeyman,Administrative Offices,1,28,2004-05-10
792,HI891172,Barbara,Rodriguez,Female,37.0,Electrician Journeyman,Administrative Offices,1,18,2004-06-07
793,HI425459,Robert,Martinez,Male,28.0,Electrician Journeyman,Administrative Offices,1,18,2004-06-28
794,HI422329,Linda,Rodriguez,Female,51.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,25,2004-07-05
795,HI265385,Linda,Brown,Female,22.0,Electrician Journeyman,Testing Facilities,1,22,2004-07-05
796,HI213673,Joseph,Martinez,Male,37.0,Electrician Journeyman,Dry Docks,3,22,2004-07-19
797,HI555597,Patricia,Johnson,Female,50.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,3,22,2004-08-02
798,HI803046,David,Johnson,Male,25.0,Electrician Journeyman,Dry Docks,2,22,2004-08-09
799,HI223510,Richard,Martinez,Male,28.0,Electrician Journeyman,Fabrication Shops,4,18,2004-09-27
800,HI100162,Michael,Johnson,Male,46.0,Electrician Journeyman,Fabrication Shops,2,28,2004-10-11
801,HI088532,Sarah,Miller,Female,30.0,Electrician Journeyman,Dry Docks,2,18,2004-10-18
802,HI331486,John,Smith,Unknown,58.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,18,2004-10-25
803,HI339702,Karen,Davis,Female,18.0,Electrician Journeyman,Fabrication Shops,3,22,2004-12-06
804,HI366142,Karen,Johnson,Female,20.0,Electrician Journeyman,Dry Docks,3,22,2004-12-13
805,HI954886,Linda,Martinez,Female,48.0,Electrician Journeyman,Storage Areas,2,25,2004-12-13
806,HI702958,Charles,Smith,Male,19.0,Electrician Journeyman,Testing Facilities,4,18,2005-01-03
807,HI117103,John,Davis,Male,46.0,Electrician Journeyman,Fabrication Shops,1,25,2005-01-03
808,HI443260,Mary,Martinez,Female,53.0,Electrician Journeyman,Slipways,2,18,2005-02-14
809,HI343725,William,Rodriguez,Male,30.0,Electrician Journeyman,Dry Docks,3,28,2005-02-14
810,HI740369,Joseph,Williams,Male,47.0,Electrician Journeyman,Storage Areas,2,25,2005-02-28
811,HI465692,Karen,Brown,Female,40.0,Electrician Journeyman,Wet Docks,2,28,2005-05-09
812,HI671449,Linda,Brown,Female,41.0,Electrician Journeyman,Fabrication Shops,2,18,2005-06-06
813,HI835814,Richard,Smith,Male,33.0,Electrician Journeyman,Fabrication Shops,4,22,2005-07-04
814,HI732166,Patricia,Jones,Female,43.0,Electrician Journeyman,Administrative Offices,1,28,2005-08-01
815,HI335486,Elizabeth,Martinez,Female,33.0,Electrician Journeyman,Dry Docks,1,25,2005-08-22
816,HI697046,Thomas,Martinez,Male,18.0,Electrician Journeyman,Administrative Offices,4,28,2005-10-17
817,HI038878,Patricia,Garcia,Female,18.0,Electrician Journeyman,Storage Areas,1,25,2005-10-24
818,HI587899,Karen,Johnson,Female,31.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,22,2005-10-31
819,HI543158,Elizabeth,Brown,Female,51.0,Electrician Journeyman,Storage Areas,3,28,2005-11-07
820,HI656959,Linda,Jones,Female,30.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,3,28,2005-11-14
821,HI216711,Robert,Rodriguez,Male,21.0,Electrician Journeyman,Slipways,2,25,2005-11-21
822,HI244245,David,Johnson,Male,39.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,3,22,2005-11-21
823,HI200897,David,Rodriguez,Male,23.0,Electrician Journeyman,Wet Docks,2,18,2005-12-05
824,HI278643,Linda,Jones,Female,41.0,Electrician Journeyman,Testing Facilities,1,22,2005-12-12
825,HI659896,Susan,Jones,Female,39.0,Electrician Journeyman,Storage Areas,1,22,2005-12-12
826,HI269944,John,Brown,Male,49.0,Electrician Journeyman,Slipways,2,18,2005-12-12
827,HI627580,William,Jones,Male,25.0,Electrician Journeyman,Wet Docks,4,28,2005-12-26
828,HI785963,William,Davis,Male,32.0,Electrician Journeyman,Outfitting Docks,3,25,2006-01-02
829,HI209262,Susan,Smith,Female,41.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,28,2006-02-20
830,HI063305,James,Garcia,Male,50.0,Electrician Journeyman,Storage Areas,4,28,2006-02-20
831,HI679371,Barbara,Garcia,Unknown,55.0,Electrician Journeyman,Fabrication Shops,4,25,2006-04-17
832,HI883935,Sarah,Smith,Female,51.0,Electrician Journeyman,Wet Docks,3,25,2006-04-24
833,HI933258,Elizabeth,Garcia,Female,27.0,Electrician Journeyman,Paint Shops,3,28,2006-05-08
834,HI031901,Karen,Rodriguez,Female,25.0,Electrician Journeyman,Slipways,4,25,2006-05-22
835,HI003693,Sarah,Davis,Female,52.0,Electrician Journeyman,Administrative Offices,3,28,2006-05-29
836,HI640559,Mary,Miller,Female,57.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,28,2006-05-29
837,HI220500,Elizabeth,Garcia,Unknown,47.0,Electrician Journeyman,Administrative Offices,2,22,2006-06-05
838,HI455188,Richard,Davis,Unknown,57.0,Electrician Journeyman,Fabrication Shops,2,18,2006-06-19
839,HI039747,John,Brown,Male,50.0,Electrician Journeyman,Dry Docks,2,22,2006-06-26
840,HI842860,Charles,Brown,Male,53.0,Electrician Journeyman,Dry Docks,2,25,2006-07-31
841,HI652049,Sarah,Brown,Female,59.0,Electrician Journeyman,Dry Docks,1,28,2006-07-31
842,HI300516,Robert,Johnson,Unknown,61.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,4,22,2006-08-14
843,HI647523,Susan,Miller,Female,49.0,Electrician Journeyman,Wet Docks,2,18,2006-08-21
844,HI491148,Linda,Brown,Female,44.0,Electrician Journeyman,Slipways,2,22,2006-08-28
845,HI529885,Charles,Johnson,Male,50.0,Electrician Journeyman,Outfitting Docks,4,25,2006-08-28
846,HI585665,Robert,Miller,Male,37.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,3,22,2006-09-11
847,HI653553,Mary,Brown,Female,41.0,Electrician Journeyman,Outfitting Docks,2,22,2006-09-11
848,HI151276,John,Williams,Male,39.0,Electrician Journeyman,Administrative Offices,2,22,2006-10-02
849,HI906338,Elizabeth,Garcia,Female,49.0,Electrician Journeyman,Slipways,2,28,2006-10-02
850,HI657960,Richard,Brown,Male,35.0,Electrician Journeyman,Wet Docks,3,18,2006-10-09
851,HI820490,Thomas,Davis,Male,27.0,Electrician Journeyman,Slipways,3,28,2006-10-16
852,HI194452,Michael,Williams,Male,24.0,Electrician Journeyman,Storage Areas,3,28,2006-12-11
853,HI795786,Richard,Williams,Male,34.0,Electrician Journeyman,Administrative Offices,1,18,2006-12-25
854,HI296316,David,Martinez,Male,32.0,Electrician Journeyman,Wet Docks,1,25,2007-01-08
855,HI906527,Karen,Jones,Unknown,28.0,Electrician Journeyman,Dry Docks,1,18,2007-01-22
856,HI730899,Sarah,Garcia,Female,36.0,Electrician Journeyman,Wet Docks,1,25,2007-01-29
857,HI098507,William,Smith,Male,24.0,Electrician Journeyman,Wet Docks,3,28,2007-02-26
858,HI772153,William,Davis,Male,36.0,Electrician Journeyman,Outfitting Docks,3,22,2007-03-05
859,HI000726,Jessica,Johnson,Female,63.0,Electrician Journeyman,Testing Facilities,3,28,2007-04-02
860,HI800642,Charles,Rodriguez,Male,58.0,Electrician Journeyman,Paint Shops,1,18,2007-05-07
861,HI471266,Jennifer,Garcia,Female,18.0,Electrician Journeyman,Storage Areas,3,28,2007-05-14
862,HI743488,James,Smith,Male,61.0,Electrician Journeyman,Testing Facilities,3,25,2007-05-28
863,HI118916,Robert,Miller,Male,34.0,Electrician Journeyman,Testing Facilities,3,28,2007-06-04
864,HI742048,Michael,Johnson,Male,57.0,Electrician Journeyman,Slipways,1,28,2007-06-04
865,HI052050,Sarah,Jones,Female,40.0,Electrician Journeyman,Dry Docks,1,22,2007-07-09
866,HI337070,David,Johnson,Male,33.0,Electrician Journeyman,Administrative Offices,1,25,2007-07-30
867,HI777981,Jessica,Smith,Unknown,50.0,Electrician Journeyman,Storage Areas,3,25,2007-07-30
868,HI328222,Karen,Rodriguez,Female,54.0,Electrician Journeyman,Dry Docks,3,25,2007-08-06
869,HI147970,James,Jones,Male,26.0,Electrician Journeyman,Storage Areas,1,25,2007-08-20
870,HI935937,Richard,Martinez,Male,19.0,Electrician Journeyman,Storage Areas,2,18,2007-09-17
871,HI766110,Charles,Williams,Male,33.0,Electrician Journeyman,Dry Docks,2,25,2007-09-24
872,HI393528,Sarah,Johnson,Female,31.0,Electrician Journeyman,Administrative Offices,1,18,2007-10-01
873,HI923175,James,Brown,Male,20.0,Electrician Journeyman,Wet Docks,4,22,2007-10-29
874,HI190868,James,Smith,Male,59.0,Electrician Journeyman,Outfitting Docks,3,25,2007-11-05
875,HI149331,Elizabeth,Martinez,Female,30.0,Electrician Journeyman,Testing Facilities,1,28,2007-11-19
876,HI944442,Joseph,Williams,Male,64.0,Electrician Journeyman,Paint Shops,1,22,2007-11-19
877,HI824040,John,Martinez,Male,54.0,Electrician Journeyman,Storage Areas,2,28,2007-12-24
878,HI204476,William,Martinez,Male,31.0,Electrician Journeyman,Outfitting Docks,4,18,2007-12-31
879,HI746724,Jessica,Brown,Female,32.0,Electrician Journeyman,Outfitting Docks,4,18,2008-01-07
880,HI258463,Susan,Davis,Unknown,47.0,Electrician Journeyman,Wet Docks,3,28,2008-01-07
881,HI994820,Thomas,Rodriguez,Male,39.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,1,25,2008-01-21
882,HI525423,Robert,Jones,Unknown,47.0,Electrician Journeyman,Paint Shops,3,25,2008-02-04
883,HI230818,James,Brown,Male,25.0,Electrician Journeyman,Dry Docks,2,22,2008-02-11
884,HI526334,Thomas,Brown,Male,53.0,Electrician Journeyman,Slipways,3,18,2008-02-11
885,HI208278,William,Martinez,Male,52.0,Electrician Journeyman,Administrative Offices,3,28,2008-02-18
886,HI511470,Robert,Jones,Male,57.0,Electrician Journeyman,Wet Docks,2,25,2008-03-24
887,HI718897,William,Brown,Male,44.0,Electrician Journeyman,Testing Facilities,4,25,2008-03-31
888,HI940437,Sarah,Johnson,Female,56.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,28,2008-03-31
889,HI229357,Sarah,Rodriguez,Female,65.0,Electrician Journeyman,Testing Facilities,4,25,2008-04-07
890,HI092268,Patricia,Rodriguez,Female,37.0,Electrician Journeyman,Outfitting Docks,2,28,2008-04-14
891,HI839232,Thomas,Johnson,Unknown,47.0,Electrician Journeyman,Outfitting Docks,3,22,2008-04-14
892,HI682254,Mary,Martinez,Female,61.0,Electrician Journeyman,Slipways,1,22,2008-06-09
893,HI806454,Charles,Williams,Unknown,32.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,28,2008-06-09
894,HI492158,Charles,Williams,Male,58.0,Electrician Journeyman,Outfitting Docks,3,18,2008-06-16
895,HI970007,Linda,Martinez,Female,31.0,Electrician Journeyman,Administrative Offices,1,18,2008-07-07
896,HI219889,Mary,Martinez,Female,35.0,Electrician Journeyman,Testing Facilities,4,28,2008-08-11
897,HI862603,Jennifer,Jones,Female,60.0,Electrician Journeyman,Fabrication Shops,4,25,2008-08-11
898,HI802846,Robert,Jones,Male,63.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,1,22,2008-08-25
899,HI805878,William,Rodriguez,Male,21.0,Electrician Journeyman,Slipways,1,22,2008-09-01
900,HI254564,William,Rodriguez,Male,57.0,Electrician Journeyman,Dry Docks,4,28,2008-09-15
901,HI813322,Charles,Martinez,Male,56.0,Electrician Journeyman,Administrative Offices,3,25,2008-09-15
902,HI204145,James,Miller,Male,64.0,Electrician Journeyman,Testing Facilities,4,22,2008-09-22
903,HI985394,James,Rodriguez,Male,39.0,Electrician Journeyman,Dry Docks,2,18,2008-09-29
904,HI567165,David,Miller,Male,25.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,4,28,2008-10-13
905,HI559286,Robert,Martinez,Male,53.0,Electrician Journeyman,Paint Shops,3,25,2008-12-22
906,HI177129,Mary,Garcia,Female,20.0,Electrician Journeyman,Wet Docks,2,28,2008-12-22
907,HI905153,James,Garcia,Male,54.0,Electrician Journeyman,Dry Docks,2,28,2008-12-22
908,HI043283,John,Miller,Male,32.0,Electrician Journeyman,Slipways,1,25,2008-12-29
909,HI663985,Michael,Martinez,Male,61.0,Electrician Journeyman,Wet Docks,3,18,2009-01-19
910,HI691126,William,Brown,Male,34.0,Electrician Journeyman,Wet Docks,3,25,2009-02-02
911,HI490258,Joseph,Miller,Male,33.0,Electrician Journeyman,Testing Facilities,3,25,2009-02-09
912,HI790330,Patricia,Jones,Female,52.0,Electrician Journeyman,Outfitting Docks,4,28,2009-02-16
913,HI832262,Elizabeth,Smith,Female,32.0,Electrician Journeyman,Dry Docks,1,22,2009-03-02
914,HI976111,Michael,Smith,Male,31.0,Electrician Journeyman,Storage Areas,2,25,2009-03-23
915,HI182746,John,Williams,Male,62.0,Electrician Journeyman,Testing Facilities,2,22,2009-03-23
916,HI435854,Linda,Jones,Female,45.0,Electrician Journeyman,Outfitting Docks,2,28,2009-04-13
917,HI890615,John,Rodriguez,Male,54.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,2,28,2009-04-13
918,HI812017,Susan,Brown,Female,35.0,Electrician Journeyman,Fabrication Shops,2,22,2009-05-11
919,HI792782,Michael,Miller,Male,18.0,Electrician Journeyman,Slipways,4,18,2009-06-15
920,HI581070,David,Miller,Male,20.0,Electrician Journeyman,Paint Shops,3,22,2009-06-22
921,HI010771,Mary,Martinez,Female,62.0,Electrician Journeyman,Administrative Offices,2,22,2009-07-27
922,HI445705,David,Smith,Male,39.0,Electrician Journeyman,Testing Facilities,3,25,2009-08-03
923,HI927098,Robert,Martinez,Male,30.0,Electrician Journeyman,Paint Shops,3,28,2009-08-31
924,HI922564,Michael,Martinez,Male,23.0,Electrician Journeyman,Administrative Offices,2,18,2009-08-31
925,HI706443,Richard,Rodriguez,Unknown,29.0,Electrician Journeyman,Storage Areas,1,28,2009-09-21
926,HI795685,Joseph,Garcia,Male,53.0,Electrician Journeyman,Storage Areas,2,25,2009-10-12
927,HI466648,Karen,Jones,Female,28.0,Electrician Journeyman,Dry Docks,3,28,2009-10-26
928,HI992307,Karen,Davis,Female,18.0,Electrician Journeyman,Outfitting Docks,3,28,2009-11-02
929,HI853694,James,Rodriguez,Male,52.0,Electrician Journeyman,Outfitting Docks,3,22,2009-11-23
930,HI472471,Susan,Brown,Female,53.0,Electrician Journeyman,Paint Shops,2,25,2009-11-23
931,HI650691,Karen,Garcia,Female,38.0,Electrician Journeyman,Fabrication Shops,3,18,2009-12-07
932,HI388741,Michael,Williams,Male,24.0,Electrician Journeyman,Fabrication Shops,2,18,2009-12-14
933,HI020110,David,Rodriguez,Male,58.0,Electrician Journeyman,Storage Areas,3,22,2009-12-14
934,HI969618,Elizabeth,Williams,Female,21.0,Electrician Journeyman,Wet Docks,3,18,2009-12-21
935,HI748448,Mary,Brown,Female,23.0,Electrician Journeyman,Wet Docks,3,22,2009-12-28
936,HI272257,Mary,Brown,Female,39.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,3,18,2010-01-11
937,HI489166,William,Jones,Male,45.0,Electrician Journeyman,Testing Facilities,1,22,2010-03-08
938,HI811658,James,Brown,Male,39.0,Electrician Journeyman,Administrative Offices,3,25,2010-04-19
939,HI478026,Sarah,Davis,Female,47.0,Electrician Journeyman,Outfitting Docks,1,18,2010-04-26
940,HI197252,Karen,Williams,Female,58.0,Electrician Journeyman,Administrative Offices,2,28,2010-04-26
941,HI701882,Patricia,Garcia,Female,46.0,Electrician Journeyman,Wet Docks,1,22,2010-05-10
942,HI810042,Patricia,Martinez,Female,65.0,Electrician Journeyman,Cranes and Heavy Lifting Equipment,3,25,2010-07-05
943,HI617734,Sarah,Garcia,Female,65.0,Electrician Journeyman,Wet Docks,2,28,2010-07-19
944,HI820853,Linda,Smith,Female,18.0,Electrician Journeyman,Paint Shops,4,28,2010-08-09
945,HI590048,Richard,Jones,Male,46.0,Electrician Journeyman,Administrative Offices,3,22,2010-08-16
946,HI120350,Charles,Garcia,Unknown,50.0,Electrician Journeyman,Testing Facilities,1,25,2010-08-23
947,HI799935,Susan,Smith,Unknown,44.0,Electrician Journeyman,Testing Facilities,2,18,2010-09-06
948,HI265473,Susan,Brown,Female,63.0,Electrician Journeyman,Wet Docks,2,25,2010-09-13
949,HI633032,William,Davis,Male,34.0,Electrician Journeyman,Paint Shops,1,28,2010-09-13
950,HI371512,Thomas,Davis,Male,51.0,Electrician Journeyman,Fabrication Shops,3,22,2010-09-20
951,HI747840,Michael,Davis,Male,48.0,Electrician Journeyman,Administrative Offices,2,28,2010-09-20
952,HI921960,Barbara,Smith,Female,44.0,Electrician Journeyman,Outfitting Docks,2,28,2010-09-27
953,HI967730,Barbara,Miller,Female,33.0,Electrician Journeyman,Storage Areas,4,25,2010-10-04
